2023-05-01T14:32:30.00Z,51.3642394,19.6786241,4299.912,-54.40,-4.81,-4.90,5.811,7.021,1.07,185.05689,1.05430,3,15
2023-05-01T14:32:30.20Z,51.3641416,19.6786149,4301.020,-53.56,-4.74,-4.97,5.780,6.989,1.05,185.05522,1.05365,3,15
2023-05-01T14:32:30.40Z,51.3640456,19.6786025,4301.807,-53.78,-4.75,-5.02,5.757,6.941,1.09,185.05189,1.07346,3,13
2023-05-01T14:32:30.60Z,51.3639503,19.6785889,4302.483,-53.76,-5.06,-4.85,5.737,6.899,1.09,185.37868,1.18505,3,13
2023-05-01T14:32:30.80Z,51.3638546,19.6785746,4303.269,-53.99,-5.35,-5.08,5.721,6.875,1.21,185.65828,1.27042,3,14
2023-05-01T14:32:31.00Z,51.3637583,19.6785611,4304.197,-53.93,-5.14,-5.17,5.707,6.855,1.15,185.44200,1.29443,3,14
2023-05-01T14:32:31.20Z,51.3636626,19.6785473,4305.161,-53.71,-5.21,-5.45,5.691,6.833,1.10,185.54329,1.20260,3,14
2023-05-01T14:32:31.40Z,51.3635665,19.6785338,4306.181,-53.70,-5.26,-5.40,5.678,6.816,1.21,185.59363,1.20974,3,14
2023-05-01T14:32:31.60Z,51.3634702,19.6785215,4307.209,-53.54,-4.94,-5.23,5.666,6.799,1.25,185.27127,1.22461,3,14
2023-05-01T14:32:31.80Z,51.3633730,19.6785112,4308.117,-53.44,-4.96,-4.74,5.647,6.780,1.27,185.29839,1.19069,3,15
2023-05-01T14:32:32.00Z,51.3632764,19.6785012,4309.097,-53.35,-4.41,-4.82,5.629,6.760,1.28,184.72594,1.21074,3,15
2023-05-01T14:32:32.20Z,51.3631795,19.6784918,4310.062,-53.44,-4.27,-4.82,5.607,6.738,1.25,184.56675,1.12065,3,15
2023-05-01T14:32:32.40Z,51.3630825,19.6784817,4311.028,-53.72,-4.51,-4.93,5.589,6.724,1.31,184.79716,1.17428,3,15
2023-05-01T14:32:32.60Z,51.3629846,19.6784717,4312.144,-53.73,-4.69,-4.80,5.565,6.700,1.21,184.98865,1.14142,3,15
2023-05-01T14:32:32.80Z,51.3628870,19.6784617,4313.389,-53.29,-4.80,-4.90,5.538,6.675,1.23,185.15221,1.15792,3,15
2023-05-01T14:32:33.00Z,51.3627905,19.6784493,4314.767,-53.03,-5.19,-5.19,5.518,6.646,1.19,185.58638,1.23692,3,14
2023-05-01T14:32:33.20Z,51.3626949,19.6784371,4315.695,-52.36,-5.29,-4.94,5.497,6.628,1.28,185.77281,1.21653,3,16
2023-05-01T14:32:33.40Z,51.3626000,19.6784256,4316.522,-52.22,-4.89,-4.79,5.479,6.610,1.32,185.35183,1.26443,3,16
2023-05-01T14:32:33.60Z,51.3625047,19.6784146,4317.284,-52.73,-4.58,-4.73,5.464,6.593,1.35,184.96315,1.27640,3,16
2023-05-01T14:32:33.80Z,51.3624088,19.6784034,4318.018,-53.03,-4.69,-4.57,5.448,6.573,1.30,185.05969,1.21719,3,16
2023-05-01T14:32:34.00Z,51.3623124,19.6783921,4318.844,-53.12,-4.80,-4.45,5.436,6.560,1.38,185.16298,1.18363,3,16
2023-05-01T14:32:34.20Z,51.3622153,19.6783805,4319.602,-53.61,-4.87,-4.32,5.427,6.549,1.38,185.18644,1.22232,3,16
2023-05-01T14:32:34.40Z,51.3621198,19.6783677,4320.143,-53.01,-5.16,-4.17,5.419,6.533,1.37,185.55871,1.23541,3,16
